address,exist_2012,exist_2013,exist_2014,exist_2015,exist_2016,exist_2017,exist_2018,change_2013,change_2014,change_2015,change_2016,change_2017,change_2018,total_turnover,annual_turnover,max_units,change_index,multi_units,LATITUDE,LONGITUDE,AREA_NAME,Esta.
3585 KEELE ST,3,4,3,4,4,2,3,1,3,1,2,4,1,12,2.0,4,0.5,1,43.750609999999995,-79.48696,York University Heights (27),"Amman Catering And Take Out (2014), Apirami Supermarket (2012), Caribbean Cove (2017), Caribbean Nights (2016), Crimson Lights (2013), Harris Take Out (2012), Hg Bar And Restaurant (2015), New Elite Colombo Kitchen Takeout And Catering (2018), Truc Karaoke (2012)"
363 CANARCTIC DR,1,0,0,0,1,1,1,1,0,0,1,0,0,2,0.33333,1,0.33333,0,43.77632,-79.48785,York University Heights (27),"Mona Pasternak Food And Event Maven (2012), Sepha Foods (2016)"
3685 KEELE ST,5,5,5,6,6,6,6,0,0,1,2,0,0,3,0.5,6,0.08333,1,43.754090000000005,-79.48773,York University Heights (27),"Bargain Club (2012), Hakka Bros (2016), Kiem Bo Vietnamese Restautant (2012), Piccola Citta Bar And Cafe (2012), Slam Grill Restaurant (2012), Tim Hortons (2015), Vitos No Frills (2012)"
37 KODIAK CRES,2,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,2,0.16667,0,43.75589,-79.46675,York University Heights (27),"Deli Break (2012), Tasty Cheese (2012)"
3701 CHESSWOOD DR,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0.33333,1,0.33333,0,43.75629,-79.47409,York University Heights (27),Coffee Time Donuts (2012)
3701 KEELE ST,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.755390000000006,-79.48804,York University Heights (27),"North York Danforth Food Market (2012), North York Danforth Food Market Warehouse (2012)"
3703 CHESSWOOD DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.75629,-79.47409,York University Heights (27),California Sandwiches (2012)
3710 CHESSWOOD DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.75602,-79.4753,York University Heights (27),Ristorante Montecassino (2012)
3717 CHESSWOOD DR,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.75629,-79.47409,York University Heights (27),Nutcracker Sweet (2012)
3720 KEELE ST,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.75701,-79.48998,York University Heights (27),Petro Canada (2018)
3747 KEELE ST,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.75743,-79.48885,York University Heights (27),Quiznos Restaurant (2015)
3757 KEELE ST,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.75782,-79.48891,York University Heights (27),Wal Mart Supercentre #1139 (2014)
376 MAGNETIC DR,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.78285,-79.47456,York University Heights (27),Seoul Jimjilbang (2017)
3777 KEELE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.75885,-79.48923,York University Heights (27),Kfc\/Taco Bell (2012)
382 MAGNETIC DR,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.7825,-79.47424000000001,York University Heights (27),Seoul Zimzilbang (2012)
3855 CHESSWOOD DR,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.757459999999995,-79.47333,York University Heights (27),Mayfair Bistro And Bar (2013)
3885 KEELE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.76057,-79.4899,York University Heights (27),Mr. Sub (2012)
3889 KEELE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7608,-79.48964000000001,York University Heights (27),Willys Jerk (2012)
3893 KEELE ST,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0.33333,1,0.33333,0,43.76095,-79.48966999999999,York University Heights (27),"Anna Bakery (2012), Tender Shawarma (2014)"
3905 CHESSWOOD DR,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.75775,-79.47505,York University Heights (27),Arax Meat Products Ltd (2012)
3905 KEELE ST,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.761590000000005,-79.48954,York University Heights (27),Burak Supermarket (2012)
3906 CHESSWOOD DR,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.75708,-79.47525999999999,York University Heights (27),Liberty Brands (2018)
3928 KEELE ST,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.76291,-79.49126,York University Heights (27),Pizza Nova (2013)
3929 KEELE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.76252,-79.49,York University Heights (27),Mcdonalds (2012)
3932 KEELE ST,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.76291,-79.49126,York University Heights (27),Ross Convenience And Grocers (2013)
3958 CHESSWOOD DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.75708,-79.47525999999999,York University Heights (27),Bakerberrys (2012)
3974 CHESSWOOD DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.75708,-79.47525999999999,York University Heights (27),Absolutely Famished Catering (2012)
3999 KEELE ST,1,1,1,1,1,1,2,0,0,0,0,0,1,1,0.16667,2,0.08333,0,43.77259,-79.49268000000001,York University Heights (27),"Aji Sushi (2018), Tim Hortons (2012)"
40 KODIAK CRES,2,2,2,1,1,0,1,0,0,1,0,1,1,3,0.5,2,0.25,0,43.754670000000004,-79.46693,York University Heights (27),"Soup Kettle (2012), Twisted Sisters (2012)"
40 MAGNETIC DR,4,3,3,2,1,1,1,1,0,1,1,0,0,3,0.5,4,0.125,1,43.78215,-79.47269,York University Heights (27),"Cookie Bo$$ (2012), Cuisine Of India Catering (2012), Deluxe Product Ltd. (2012), Dr. Laffa (2012)"
400 STEEPROCK DR,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.759859999999996,-79.47021,York University Heights (27),Timothys World Coffee (2012)
4000 CHESSWOOD DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.756440000000005,-79.47759,York University Heights (27),Penalty Box Chesswood (2012)
401 CHAMPAGNE DR,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.76423,-79.47421,York University Heights (27),Meta Centre (2012)
401 MAGNETIC DR,1,1,1,1,0,0,1,0,2,0,1,0,1,4,0.66667,1,0.66667,0,43.78352,-79.47327,York University Heights (27),"Dizengoff Restaurant (2018), Dr. Laffa Restaurant (2012), Famous Laffa Kosher (2014)"
4025 CHESSWOOD DR,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.75884,-79.47776,York University Heights (27),Gold Star Coffee Inc. (2012)
4069 CHESSWOOD DR,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.33333,1,0.33333,0,43.75828,-79.47641,York University Heights (27),"Cafe Saggio (2014), Saggio Cafe (2012)"
4205 KEELE ST,3,3,3,3,5,5,4,2,2,0,2,2,1,9,1.5,5,0.3,1,43.77362,-79.49214,York University Heights (27),"Bamiyan Kabob (2013), Hasty Market (2012), Mio Chinese Restaurant (2012), Osmows Grill (2016), Pita Pit (2012), Time 2 Time (2017), Tin Tin Congee Chinese Restaurant (2014), Y Market (2016)"
4207 KEELE ST,2,3,3,2,3,2,2,1,0,1,1,1,0,4,0.66667,3,0.22221999999999997,1,43.773540000000004,-79.49295,York University Heights (27),"Desi Village (2013), Dominos Pizza (2012), Hoops Sports Bar And Grill (2012), Red Soul Japanese Restaurant (2016)"
440 LIMESTONE CRES,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.78284,-79.48623,York University Heights (27),Ldf Frozen Foods (2012)
4400 DUFFERIN ST,2,2,2,2,2,2,3,0,0,0,0,0,1,1,0.16667,3,0.055560000000000005,1,43.76489,-79.46813,York University Heights (27),"Gas   Canadian Tire (2018), Tim Hortons (2012), Yummy Market (2012)"
442 LIMESTONE CRES,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0.33333,1,0.33333,0,43.782070000000004,-79.4863,York University Heights (27),The Rustic Baker Ltd (2014)
4420 CHESSWOOD DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.76164,-79.47780999999999,York University Heights (27),Planters   John Vince Foods (2012)
4478 CHESSWOOD DR,3,2,2,2,2,2,2,1,0,0,0,0,0,1,0.16667,3,0.055560000000000005,1,43.76296,-79.47762,York University Heights (27),"100 Km Foods Inc. (2012), Pita Bros (2012), Pr Creative Caterers (2012)"
4480 CHESSWOOD DR,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,2,0.08333,0,43.76367,-79.47745,York University Heights (27),"Rivis Guilt Free Cookies (2012), Victors Specialty Foods Ltd (2012)"
45 BRISBANE RD,3,3,3,3,2,2,2,0,0,2,1,0,0,3,0.5,3,0.16667,1,43.77213,-79.4712,York University Heights (27),"Birman And Sons Ltd (2012), Freds Bread (2012), Nu Age Fish Inc. (2015), The King Of Fish (2012)"
45 FOUR WINDS DR,1,7,8,7,7,6,5,6,1,9,0,3,5,24,4.0,8,0.5,1,43.763329999999996,-79.49967,York University Heights (27),"3 Kings Inc. (2013), 341 Pizza And Wings (2012), Aaamazing Salad (2014), Afro Spice (2013), Al Iman Meat Collection (2013), Bubble Fun (2013), Cafe 73 (2018), Can Pak Meat (2015), Living Well (2015), Sapore Pizza And Wings (2018), Shawarma Plus (2013), Student Pizza And Curry (2015), The Greek (2017), Wingburger (2015), Your Community Grocer (2013)"
4544 DUFFERIN ST,2,1,0,1,1,1,1,1,1,1,0,0,0,3,0.5,2,0.25,0,43.76615,-79.46778,York University Heights (27),"Prestige Restaurant (2012), Yummy Kosher (Name To Be Confirmed) (2012)"
4548 DUFFERIN ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.76701,-79.46799,York University Heights (27),St. Louis Bar And Grill (2012)
4550 DUFFERIN ST,1,1,1,1,1,1,0,0,0,0,0,2,1,3,0.5,1,0.5,0,43.76828,-79.46738,York University Heights (27),"Esso Dufferin And Finch (2012), Esso On The Run (2017)"
4560 DUFFERIN ST,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.76933,-79.46741,York University Heights (27),Kikis Grill (2012)
4580 DUFFERIN ST,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.769690000000004,-79.46769,York University Heights (27),Druxys Famous Deli (2012)
4610 DUFFERIN ST,1,0,1,1,1,0,1,1,1,0,0,1,1,4,0.66667,1,0.66667,0,43.77238,-79.46808,York University Heights (27),"Gta Nutrition (2018), Haddad Mid East Bakerries Inc (2012), Tetas Mediterrean Kitchen And Bakery (2014)"
4646 DUFFERIN ST,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.33333,1,0.33333,0,43.774190000000004,-79.46925999999999,York University Heights (27),2 Guys And A Grill (2013)
4700 DUFFERIN ST,2,1,2,2,2,2,1,1,1,0,0,0,1,3,0.5,2,0.25,0,43.7755,-79.46956,York University Heights (27),"Amulet Restaurant And Banquet Hall (2012), Coffee Time (2012)"
4700 KEELE ST,10,38,35,35,35,30,33,28,5,0,2,7,9,51,8.5,38,0.22368000000000002,1,43.77342,-79.50234,York University Heights (27),"Absinthe Coffee House Cafeteria   Private Access (2012), Berries And Blooms York University (2012), Blumont Bistro (2013), Booster Juice (2013), Cucinetta Italian Cafe (2013), Falafel Hut Village (2012), Food 4 Thought (2014), Freshii (2013), Gateway Cigar Store (2013), Ginos Pizza (2013), Grocery Checkout (2018), Hero Certified Burgers (2012), Indian Flavour (2012), Kosher Country Style (2013), La Prep (2013), Macs Sushi (2013), Pod (Provision On Demand) (2013), Qoola Frozen Yogurt Bar (2013), Sakura   York Lanes (2013), Second Cup (2013), Shoppers Drug Mart (2018), Shopsys (2013), Starbucks (2013), Starbucks Coffee Central Square (2018), Subway   Central Square (2018), Thai Express (York University) (2013), The Campus Bubble Tea (2013), The Dirty Bird Chicken + Waffles (2017), The Great Canadian Bagel (2012), The Islands Caribbean Restaurant (2012), The Legal Literacy Society Junior Common Room (2013), The New Student Centre (2018), The Original Panzerotto And Pizza (2013), Treats (2012), Treats\/Fit For Life Juice Bar (2016), Wendys (2013), Yogen Fruz (2013), York U   Jimmy The Greek (2012), York U   Orange Snail Pub Stong College (2013), York U   Popeyes Chicken (2013), York U   Popeyes Louisaina Kitchen (2013), York U   The General Store Yorklanes (2013), York U   The Underground Student Centre (2013), York U   Tim Hortons William Small Centre (2013), York U   York Stadium (2013), Z. Teca Gourmet Burritos (2012)"
473 CHAMPAGNE DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.76441,-79.47487,York University Heights (27),Jongro Foods (2012)
4749 KEELE ST,0,0,1,1,1,0,0,0,1,0,0,1,0,2,0.33333,1,0.33333,0,43.775859999999994,-79.4935,York University Heights (27),Moda Nightlife And Bar (2014)
4750 DUFFERIN ST,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.33333,1,0.33333,0,43.77641,-79.47035,York University Heights (27),"Coppas Fresh Market (2014), Highland Farms (2012)"
4800 DUFFERIN ST,1,1,1,1,1,1,1,0,0,0,0,2,0,2,0.33333,1,0.33333,0,43.77897,-79.46973,York University Heights (27),"Georges Cafe (2017), Jorgys Cafe (2012)"
4801 KEELE ST,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.77745,-79.49361999999999,York University Heights (27),Randys Sports Bar (2012)
4884 DUFFERIN ST,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.78067,-79.46986,York University Heights (27),What A Bagel (2017)
5000 DUFFERIN ST,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.78202,-79.47117,York University Heights (27),"Encore Food With Elegance (2012), Moldova Restaurant (2012)"
5050 DUFFERIN ST,2,2,2,2,2,2,2,0,0,0,0,2,0,2,0.33333,2,0.16667,0,43.783190000000005,-79.47126,York University Heights (27),"Good Morning Friends (2017), Kum Kang San Restaurant (2012), Playland Daycare Centre (2012)"
51 GERRY FITZGERALD DR,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.78483,-79.47151,York University Heights (27),"Bento Nouveau (2012), Real Canadian Superstore (2012)"
511 CHAMPAGNE DR,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.76426,-79.4757,York University Heights (27),Nara Gimbap Inc (2017)
53 FOUR WINDS DR,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.763329999999996,-79.49967,York University Heights (27),Quartet Ii Smoke And Gift Shop (2013)
55 CANARCTIC DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.775240000000004,-79.4916,York University Heights (27),Upper Crust (2012)
555 STEEPROCK DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.75843,-79.46945,York University Heights (27),Johnvince Foods (2012)
5555 KEELE ST,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.7813,-79.49365,York University Heights (27),Urban Food Shack (2012)
56 FINE ARTS RD,0,3,3,3,3,3,2,3,0,2,0,0,1,6,1.0,3,0.33333,1,43.772870000000005,-79.49817,York University Heights (27),"Schulich Executive Learning Centre (2013), Schulich Market Cafe (2015), Timothys (2013), York U   Tuchners Pub Seymour Building (2013)"
586 CHAMPAGNE DR,0,1,1,1,0,1,1,1,2,0,1,1,0,5,0.8333299999999999,1,0.8333299999999999,0,43.76477,-79.47561999999999,York University Heights (27),"Buta Restaurant (2013), Chicken Place (2017), Street Feast (2014)"
59 ALNESS ST,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0.33333,1,0.33333,0,43.772459999999995,-79.47231,York University Heights (27),"Sandys Diner (2014), The Brunch Box (2012)"
59 FOUR WINDS DR,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.763329999999996,-79.49967,York University Heights (27),Masala Cafe (2013)
60 TORO RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.76082,-79.48683,York University Heights (27),Deep Sea Fish Importing And Exporting (2012)
6000 DUFFERIN ST,2,1,2,2,2,2,2,1,1,0,0,0,0,2,0.33333,2,0.16667,0,43.786640000000006,-79.47045,York University Heights (27),"Dufferin And Steeles Esso (2012), Esso On The Run (2014), Tim Hortons (2012)"
601 MAGNETIC DR,1,2,2,0,0,0,0,1,0,2,0,0,0,3,0.5,2,0.25,0,43.78416,-79.47465,York University Heights (27),"Almanic Canada Ltd (2013), Global Fish (2012)"
610 MAGNETIC DR,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.782920000000004,-79.47522,York University Heights (27),Eccolo Food Service Inc. (2012)
620 SUPERTEST RD,4,3,3,2,2,2,2,1,0,1,0,0,0,2,0.33333,4,0.08333,1,43.776340000000005,-79.47773000000001,York University Heights (27),"Bagel World (2012), Bakery World (2012), Canbrands Specialty Foods (2012), Stellar Fine Foods (2012)"
635 PETROLIA RD,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.775890000000004,-79.48838,York University Heights (27),Grain Free Jk Gourmet (2012)
70 THE POND RD,0,1,3,3,3,3,2,1,2,0,0,0,1,4,0.66667,3,0.22221999999999997,1,43.77128,-79.49886,York University Heights (27),"Subway (2014), The Hive Pub (2013), Tim Hortons (2014)"
73 ALNESS ST,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.77402,-79.47256999999999,York University Heights (27),Sunrise Restaurant Bar And Grill (2012)
74 ST REGIS CRES N,0,0,1,1,1,1,0,0,1,0,0,0,1,2,0.33333,1,0.33333,0,43.7568,-79.48346,York University Heights (27),Cold Pressed Juice Inc (2014)
75 ALEXDON RD,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.76285,-79.48443,York University Heights (27),Party Packagers (2012)
77 ASHWARREN RD,2,2,2,1,0,0,0,0,0,1,1,0,0,2,0.33333,2,0.16667,0,43.757329999999996,-79.48388,York University Heights (27),"Fresh Table Import Export (2012), Healthy Salads (2012)"
80 TORO RD,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.761109999999995,-79.48546999999999,York University Heights (27),Toro Hot Dog Sausage (2012)
800 PETROLIA RD,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.77948,-79.48983,York University Heights (27),Tashkent Restaurant (2012)
803 ALNESS ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.77815,-79.47461,York University Heights (27),Nortown Foods (2012)
81 BRISBANE RD,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.77125,-79.47496,York University Heights (27),Cookiegrams (2012)
81 GERRY FITZGERALD DR,1,1,1,2,2,2,3,0,0,1,0,0,1,2,0.33333,3,0.11110999999999999,1,43.78567,-79.47314,York University Heights (27),"Bagel Nash (2015), Bulk Barn (2012), Pizzaville (2018)"
852 MAGNETIC DR,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.783879999999996,-79.47628,York University Heights (27),Pop Ins Frozen Foods Co. Ltd (2012)
855 ALNESS ST,1,1,1,1,1,1,0,0,0,2,0,0,1,3,0.5,1,0.5,0,43.77897,-79.47504,York University Heights (27),"Kewaza (2015), Vegan Delights (2012)"
864 MAGNETIC DR,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.7839,-79.47617,York University Heights (27),Delmelo Foods (2012)
868 MAGNETIC DR,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.784040000000005,-79.4768,York University Heights (27),Lechaim Catering (2012)
877 ALNESS ST,4,4,4,4,4,3,3,0,0,0,2,1,0,3,0.5,4,0.125,1,43.77897,-79.47504,York University Heights (27),"Foodies (2012), Fruit Blossom Creations (2012), Prepd (2016), Sandwich Plus (2012), Sullivan And Bleeker Baking Co (2012)"
88 THE POND RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.77106,-79.50064,York University Heights (27),York U   Tel Centre Building Cafe (2013)
909 ALNESS ST,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.7801,-79.47583,York University Heights (27),Katila Healthy Products (2017)
913 ALNESS ST,1,1,1,1,1,1,1,0,0,0,2,0,0,2,0.33333,1,0.33333,0,43.78013,-79.47556,York University Heights (27),"Coral Restaurant (2016), Friendly Restaurant (2012)"
917 ALNESS ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.78015,-79.47556999999999,York University Heights (27),Soloway Hot Dog Factory (2012)
95 THE POND RD,0,0,0,0,0,1,5,0,0,0,0,1,4,5,0.8333299999999999,5,0.16667,1,43.769909999999996,-79.50187,York University Heights (27),"Amaya Express York (2018), Banh Mi Boys (2018), Galitos Flame Grilled Chicken (2018), Gong Cha (2018), Me Va Me Kitchen Express (2017)"
951 ALNESS ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.78054,-79.47574,York University Heights (27),Active Kids Zone (2012)
989 MURRAY ROSS PKWY,1,3,3,3,3,2,2,2,0,0,0,1,0,3,0.5,3,0.16667,1,43.77382,-79.51463000000001,York University Heights (27),"Pizzaville (2013), The Thirsty Penguin (2012), Thirsty Penguin Express (2013)"
99 DOLOMITE DR,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.77994,-79.47166,York University Heights (27),Eagle Distribution Ltd. (2012)
234 SHEPPARD AVE W,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0.33333,1,0.33333,0,43.75918,-79.42245,Lansing-Westgate (38),Macs Convenience (2014)
237 SHEPPARD AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.75886,-79.4224,Lansing-Westgate (38),Popeyes Louisiana Kitchen (2012)
249 SHEPPARD AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.75868,-79.4228,Lansing-Westgate (38),Hungarian Honey Bear (2012)
25 SHEPPARD AVE W,0,0,2,1,1,2,1,0,2,1,0,1,1,5,0.8333299999999999,2,0.41667,0,43.76082,-79.41216999999999,Lansing-Westgate (38),"Express Cigar And Depot (2014), Java Joes (2014), Nestle Micromarket (2017)"
270 WILSON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.73773,-79.43327,Lansing-Westgate (38),Pats No Frills (2012)
3 ELMHURST AVE,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.33333,1,0.33333,0,43.76293,-79.41186,Lansing-Westgate (38),"Ko Ku Ryo North York Restaurant (2012), Nolbu Toronto Korean Japanese Restaurant (2014)"
37 SOUTHBOURNE AVE,1,2,2,2,2,2,2,1,2,0,0,2,0,5,0.8333299999999999,2,0.41667,0,43.73855,-79.43123,Lansing-Westgate (38),"Adath Israel Congregation (2013), Adath Israel Congregation   Catering Kitchen (2017), Caterers York (2012), Modern Kosher Catering (2014)"
3791 BATHURST ST,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.73874,-79.43401999999999,Lansing-Westgate (38),Aroma Espresso Bar (2015)
3827 BATHURST ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.739740000000005,-79.43422,Lansing-Westgate (38),Paese Ristorant (2012)
3829 BATHURST ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.73977,-79.43423,Lansing-Westgate (38),L Eat Catering (2012)
3889 BATHURST ST,1,1,1,1,1,1,1,2,0,0,0,0,0,2,0.33333,1,0.33333,0,43.74232,-79.43488,Lansing-Westgate (38),"Memories Of Africa (2013), Tuloy Po (2012)"
4119 BATHURST ST,0,1,1,2,2,2,2,1,0,1,0,0,0,2,0.33333,2,0.16667,0,43.74695,-79.43597,Lansing-Westgate (38),"Noah Kosher Sushi (2015), Richmond Kosher Bakery (2013)"
4169 BATHURST ST,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0.33333,1,0.33333,0,43.75258,-79.43188,Lansing-Westgate (38),Citadelle Cafe (2014)
4630 YONGE ST,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.75695,-79.41028,Lansing-Westgate (38),Petro Canada (2014)
4646 YONGE ST,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.75764,-79.41025,Lansing-Westgate (38),The Congress (2013)
4664 YONGE ST,0,4,2,3,3,2,2,4,2,1,2,1,0,10,1.66667,4,0.41667,1,43.757940000000005,-79.41054,Lansing-Westgate (38),"Alegno Gourmet Pizza (2013), Biggu Sushi House (2016), Jjak (2013), The Pearl Lounge (2015), The Spicy And Delicious (2013), Wood House Barbecue (2013)"
4696 YONGE ST,0,1,2,2,2,1,1,1,1,0,0,1,2,5,0.8333299999999999,2,0.41667,0,43.75866,-79.41065,Lansing-Westgate (38),"Circle K (2018), On The Run (2014), Tim Hortons (2013)"
4698 YONGE ST,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.7592,-79.4107,Lansing-Westgate (38),Hero Certified Burger (2013)
4704 YONGE ST,0,1,1,1,2,1,1,1,2,0,1,1,0,5,0.8333299999999999,2,0.41667,0,43.75926,-79.41069,Lansing-Westgate (38),"Crisp N Grill (2013), Eat In Bankok Thai Kitchen (2016), Sweet Pea Dessert Cafe (2014)"
4708 YONGE ST,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.7593,-79.41072,Lansing-Westgate (38),Johnstons Smoke And Variety (2013)
4716 YONGE ST,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.75938,-79.41072,Lansing-Westgate (38),Smokes Poutinerie (2017)
4722 YONGE ST,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.75955,-79.41093000000001,Lansing-Westgate (38),Shell (2014)
4750 YONGE ST,0,0,0,0,3,14,18,0,0,0,3,11,4,18,3.0,18,0.16667,1,43.7603,-79.41102,Lansing-Westgate (38),"Allwyns (2017), Call A Chicken (2018), Chengdu Guokui (2017), Eupin (2017), Golden Rice Noodles (2017), Hcafe (2017), Indian Crown (2017), Japan Eats (2018), Jerk King (2017), M L G T (2016), Mr. Tians Chinese Fast Food (2018), Nanashake (2016), Pand Store (2018), Poke Eats (2017), Preso Tea (2016), Qs Noodle House (2017), Toranj (2017), Whale Juice And Blends (2017)"
4804 YONGE ST,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.76173,-79.41134,Lansing-Westgate (38),Taco  Bell (2018)
4806 YONGE ST,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.7618,-79.41135,Lansing-Westgate (38),7 Eleven (2012)
4808 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.76185,-79.41136999999999,Lansing-Westgate (38),Mcdonalds (2012)
